105/06/01,50000,10000,0.20,0.20,0.20,0.20,+0.01,1
105/06/02,900000,155000,0.18,0.18,0.17,0.17,-0.03,7
105/06/03,1499000,234850,0.18,0.18,0.15,0.16,-0.01,7
105/06/04,0,0,---,---,---,---,---,0
105/06/06,557000,78550,0.15,0.15,0.14,0.14,-0.01,3
105/06/07,40000,6800,0.17,0.17,0.17,0.17,+0.03,2
105/06/08,1093000,206720,0.18,0.20,0.18,0.20,+0.03,10
105/06/13,605000,93300,0.15,0.16,0.15,0.15,-0.05,5
105/06/14,805000,102150,0.13,0.13,0.12,0.13,-0.02,7
105/06/15,535000,69550,0.13,0.13,0.13,0.13,0.00,4
105/06/16,0,0,---,---,---,---,---,0
105/06/17,31000,3720,0.12,0.12,0.12,0.12,-0.01,1
105/06/20,100000,12000,0.12,0.12,0.12,0.12,0.00,1
