105/06/01,1001000,1138030,1.12,1.15,1.12,1.13,+0.04,16
105/06/02,1595000,1868400,1.16,1.21,1.14,1.21,+0.08,32
105/06/03,300000,337660,1.11,1.15,1.11,1.15,-0.06,10
105/06/04,115000,123400,1.06,1.08,1.06,1.08,-0.07,2
105/06/06,380000,393800,1.07,1.07,1.00,1.00,-0.08,6
105/06/07,6000,5620,0.95,0.95,0.87,0.87,-0.13,2
105/06/08,0,0,---,---,---,---,---,0
105/06/13,1000,770,0.77,0.77,0.77,0.77,-0.07,1
105/06/14,77000,60060,0.78,0.78,0.78,0.78,+0.01,1
105/06/15,77000,57920,0.75,0.76,0.75,0.76,-0.02,3
105/06/16,100000,72000,0.72,0.72,0.72,0.72,-0.04,2
105/06/17,0,0,---,---,---,---,---,0
105/06/20,100000,68000,0.68,0.68,0.68,0.68,-0.06,1
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
