105/06/01,23000,13810,0.58,0.62,0.58,0.62,+0.03,4
105/06/02,15000,8940,0.61,0.61,0.58,0.59,-0.03,4
105/06/03,684000,400110,0.58,0.59,0.58,0.59,0.00,4
105/06/04,685000,402150,0.59,0.59,0.58,0.59,0.00,4
105/06/06,15000,8100,0.54,0.54,0.54,0.54,-0.05,1
105/06/07,124000,66960,0.54,0.54,0.54,0.54,0.00,1
105/06/08,124000,65720,0.53,0.53,0.53,0.53,-0.01,1
105/06/13,0,0,---,---,---,---,---,0
105/06/14,20000,9600,0.47,0.49,0.47,0.49,0.00,3
105/06/15,0,0,---,---,---,---,---,0
105/06/16,10000,5000,0.50,0.50,0.50,0.50,-0.01,2
105/06/17,5000,2700,0.54,0.54,0.54,0.54,+0.04,1
105/06/20,5000,2400,0.48,0.48,0.48,0.48,-0.06,1
105/06/21,15000,7330,0.50,0.50,0.48,0.48,0.00,4
105/06/22,10000,4630,0.45,0.48,0.45,0.48,0.00,3
105/06/23,7000,3200,0.46,0.46,0.44,0.44,-0.04,2
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
