105/06/01,31000,11680,0.37,0.38,0.37,0.38,+0.07,3
105/06/02,200000,73400,0.36,0.39,0.35,0.35,-0.03,8
105/06/03,80000,28300,0.34,0.36,0.34,0.35,0.00,5
105/06/04,171000,68520,0.38,0.44,0.38,0.42,+0.07,7
105/06/06,120000,50200,0.42,0.42,0.40,0.40,-0.02,5
105/06/07,43000,18060,0.41,0.43,0.41,0.42,+0.02,4
105/06/08,33000,12930,0.40,0.41,0.38,0.38,-0.04,4
105/06/13,0,0,---,---,---,---,---,0
105/06/14,10000,3200,0.32,0.32,0.32,0.32,-0.01,1
105/06/15,0,0,---,---,---,---,---,0
105/06/16,20000,6000,0.30,0.30,0.30,0.30,-0.02,1
105/06/17,0,0,---,---,---,---,---,0
