105/06/01,293000,624980,2.16,2.16,2.09,2.16,+0.13,7
105/06/02,23000,41540,1.82,1.83,1.65,1.65,-0.51,4
105/06/03,40000,69000,1.65,1.80,1.65,1.80,+0.15,2
105/06/04,70000,122000,1.74,1.75,1.74,1.75,-0.05,2
105/06/06,40000,64400,1.58,1.64,1.58,1.64,-0.11,2
105/06/07,16000,28080,1.68,1.76,1.68,1.76,+0.12,2
105/06/08,22000,37370,1.70,1.70,1.67,1.67,-0.09,3
105/06/13,1000,1600,1.60,1.60,1.60,1.60,-0.07,1
105/06/14,15000,22800,1.52,1.52,1.52,1.52,-0.08,1
105/06/15,0,0,---,---,---,---,---,0
105/06/16,459000,823320,1.74,1.84,1.74,1.75,+0.21,9
105/06/17,577000,1035630,1.79,1.86,1.77,1.79,+0.04,17
105/06/20,139000,268420,1.93,1.95,1.88,1.88,+0.09,5
105/06/21,307000,561220,1.85,1.90,1.77,1.90,+0.02,7
105/06/22,307000,581120,1.96,1.96,1.77,1.77,-0.13,8
105/06/23,0,0,---,---,---,---,---,0
105/06/24,110000,172300,1.65,1.65,1.39,1.39,-0.30,5
105/06/27,40000,56000,1.40,1.40,1.40,1.40,+0.01,3
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,9000,10350,1.15,1.15,1.15,1.15,-0.06,1
105/07/04,20000,21600,1.08,1.08,1.08,1.08,-0.07,1
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,48000,46200,0.95,0.97,0.95,0.97,+0.04,2
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,200000,246000,1.21,1.25,1.21,1.25,+0.16,2
105/07/15,220000,286900,1.29,1.37,1.29,1.37,+0.12,5
105/07/18,0,0,---,---,---,---,---,0
105/07/19,181000,222140,1.28,1.28,1.20,1.20,0.00,5
