105/06/01,25000,15250,0.59,0.64,0.59,0.64,-0.06,4
105/06/02,101000,67740,0.64,0.69,0.64,0.68,+0.04,7
105/06/03,15000,10150,0.67,0.68,0.67,0.68,0.00,2
105/06/04,71000,47770,0.68,0.68,0.67,0.67,-0.01,3
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,75000,47250,0.63,0.63,0.63,0.63,0.00,4
105/06/14,0,0,---,---,---,---,---,0
105/06/15,80000,49200,0.62,0.62,0.61,0.61,-0.01,2
105/06/16,40000,24400,0.61,0.61,0.61,0.61,0.00,1
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,20000,12800,0.64,0.64,0.64,0.64,+0.02,1
105/06/24,30000,19800,0.66,0.66,0.66,0.66,+0.02,1
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,30000,18300,0.61,0.61,0.61,0.61,-0.03,1
105/06/30,100000,62000,0.62,0.62,0.62,0.62,+0.01,1
105/07/01,0,0,---,---,---,---,---,0
105/07/04,80000,52850,0.66,0.67,0.66,0.66,+0.04,3
105/07/05,75000,47750,0.64,0.64,0.63,0.63,-0.03,2
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,42000,25620,0.61,0.61,0.61,0.61,0.00,1
