105/06/01,17000,17690,1.09,1.09,1.02,1.02,+0.04,3
105/06/02,1000,930,0.93,0.93,0.93,0.93,-0.09,1
105/06/03,6000,5880,0.98,0.98,0.98,0.98,+0.05,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,10000,8600,0.86,0.86,0.86,0.86,-0.04,1
105/06/08,4000,3400,0.85,0.85,0.85,0.85,-0.01,1
105/06/13,1000,790,0.79,0.79,0.79,0.79,-0.06,1
105/06/14,5000,4250,0.85,0.85,0.85,0.85,+0.06,1
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,12000,9360,0.78,0.78,0.78,0.78,+0.04,1
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,0,0,---,---,---,---,---,0
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
105/07/14,13000,10500,0.81,0.81,0.80,0.80,-0.03,2
105/07/15,13000,11180,0.86,0.86,0.86,0.86,+0.06,1
105/07/18,12000,12280,1.04,1.04,1.02,1.02,+0.16,2
105/07/19,0,0,---,---,---,---,---,0
105/07/20,2000,1600,0.80,0.80,0.80,0.80,-0.09,1
