105/06/01,34000,34150,1.05,1.05,0.98,0.99,-0.06,3
105/06/02,5000,4450,0.89,0.89,0.89,0.89,-0.10,1
105/06/03,45000,37500,0.86,0.86,0.77,0.77,-0.12,4
105/06/04,0,0,---,---,---,---,---,0
105/06/06,5000,3800,0.76,0.76,0.76,0.76,-0.04,1
105/06/07,5000,3900,0.78,0.78,0.78,0.78,+0.02,2
105/06/08,5000,3700,0.74,0.74,0.74,0.74,-0.04,1
105/06/13,20000,15200,0.76,0.76,0.76,0.76,+0.02,1
105/06/14,326000,211360,0.67,0.67,0.64,0.66,-0.10,5
105/06/15,306000,201960,0.66,0.66,0.66,0.66,0.00,2
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,5000,1950,0.39,0.39,0.39,0.39,-0.05,1
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,0,0,---,---,---,---,---,0
105/07/05,5000,1550,0.31,0.31,0.31,0.31,+0.01,1
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
105/07/12,0,0,---,---,---,---,---,0
105/07/13,0,0,---,---,---,---,---,0
