105/06/01,402000,1314650,3.17,3.41,3.17,3.30,+0.28,16
105/06/02,245000,753000,3.12,3.12,2.94,2.94,-0.36,16
105/06/03,125000,380870,2.96,3.09,2.95,3.09,+0.15,5
105/06/04,101000,298480,2.96,2.98,2.95,2.98,-0.11,3
105/06/06,212000,663370,3.18,3.19,3.10,3.12,+0.14,8
105/06/07,264000,892800,3.20,3.48,3.20,3.30,+0.18,16
105/06/08,121000,394870,3.27,3.34,3.14,3.14,-0.16,9
105/06/13,2000,5400,2.70,2.70,2.70,2.70,-0.44,1
105/06/14,3000,9280,3.00,3.14,3.00,3.14,+0.44,2
105/06/15,136000,448790,3.26,3.43,3.26,3.43,+0.29,6
105/06/16,0,0,---,---,---,---,---,0
105/06/17,67000,288660,4.39,4.39,4.28,4.28,+0.09,5
105/06/20,0,0,---,---,---,---,---,0
105/06/21,2000,8580,4.29,4.29,4.29,4.29,0.00,1
