105/06/01,11000,93550,8.55,8.55,8.50,8.50,+0.10,2
105/06/02,12000,100870,8.40,8.47,8.40,8.47,-0.03,3
105/06/03,12000,101100,8.58,8.58,8.40,8.52,+0.05,3
105/06/04,23000,193200,8.40,8.40,8.40,8.40,-0.12,3
105/06/06,12000,100080,8.56,8.56,8.30,8.52,+0.12,3
105/06/07,0,0,---,---,---,---,---,0
105/06/08,1000,8570,8.57,8.57,8.57,8.57,+0.09,1
105/06/13,11000,90470,8.20,8.47,8.20,8.47,-0.10,2
105/06/14,12000,100080,8.56,8.56,8.30,8.52,+0.05,3
105/06/15,21077,175129,8.30,8.49,8.30,8.49,-0.03,3
105/06/16,9000,74050,8.56,8.56,8.12,8.12,-0.37,9
105/06/17,36000,295280,8.22,8.22,8.20,8.21,+0.09,6
105/06/20,0,0,---,---,---,---,---,0
105/06/21,36038,291837,8.05,8.28,8.05,8.28,+0.08,4
105/06/22,10000,82800,8.28,8.28,8.28,8.28,0.00,3
105/06/23,2000,16960,8.48,8.48,8.48,8.48,+0.20,2
105/06/24,0,0,---,---,---,---,---,0
105/06/27,3000,24260,7.87,8.29,7.87,8.10,-0.38,3
105/06/28,1000,8430,8.43,8.43,8.43,8.43,+0.33,1
105/06/29,507,3847,---,---,---,---,---,2
105/06/30,1500,12675,8.53,8.53,8.53,8.53,+0.13,2
105/07/01,31000,254350,8.20,8.35,8.20,8.35,-0.18,2
105/07/04,1000,8540,8.54,8.54,8.54,8.54,+0.19,1
105/07/05,0,0,---,---,---,---,---,0
105/07/06,1000,8500,8.50,8.50,8.50,8.50,+0.26,1
105/07/07,0,0,---,---,---,---,---,0
105/07/11,0,0,---,---,---,---,---,0
