105/06/01,320000,254900,0.81,0.81,0.76,0.77,-0.03,11
105/06/02,290000,210200,0.73,0.78,0.72,0.78,+0.01,4
105/06/03,315000,257110,0.79,0.85,0.79,0.80,+0.02,16
105/06/04,308000,221860,0.73,0.73,0.71,0.73,-0.07,9
105/06/06,360000,257300,0.71,0.72,0.70,0.71,-0.02,10
105/06/07,214000,154550,0.70,0.75,0.70,0.75,+0.04,21
105/06/08,389000,302940,0.78,0.79,0.76,0.78,+0.03,13
105/06/13,55000,42200,0.77,0.77,0.74,0.74,-0.04,2
105/06/14,0,0,---,---,---,---,---,0
105/06/15,200000,123500,0.61,0.68,0.61,0.63,-0.07,3
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,10000,6600,0.66,0.66,0.66,0.66,-0.05,2
105/06/21,12000,7340,0.61,0.62,0.61,0.62,-0.04,3
105/06/22,0,0,---,---,---,---,---,0
