105/06/01,143055255,2677679792,18.86,18.86,18.66,18.72,-0.10,20442
105/06/02,141387889,2643325944,18.70,18.80,18.61,18.75,0.03,16680
105/06/03,77696200,1453095397,18.72,18.74,18.65,18.70,-0.05,9337
105/06/04,49189322,918633789,18.70,18.71,18.65,18.66,-0.04,5547
105/06/06,81471975,1519139837,18.63,18.79,18.51,18.68,0.02,12003
105/06/07,203749460,3771804475,18.60,18.60,18.45,18.45,-0.23,28727
105/06/08,159811011,2937255980,18.44,18.44,18.32,18.36,-0.09,20359
105/06/13,108355850,2023502817,18.58,18.78,18.57,18.77,0.41,16248
105/06/14,76657500,1435113576,18.83,18.83,18.65,18.66,-0.11,11027
105/06/15,98623909,1836494609,18.65,18.76,18.56,18.61,-0.05,11271
105/06/16,92885957,1746981249,18.64,18.90,18.63,18.87,0.26,13949
105/06/17,118378279,2201780237,18.71,18.71,18.54,18.62,-0.25,16865
105/06/20,80799700,1490707497,18.45,18.51,18.42,18.45,-0.17,10858
105/06/21,118718538,2181839483,18.47,18.50,18.33,18.36,-0.09,13823
105/06/22,76355333,1402361686,18.38,18.44,18.32,18.36,,6373
105/06/23,59862446,1100337450,18.37,18.43,18.34,18.37,0.01,5836
105/06/24,325410481,6103186679,18.37,19.09,18.31,18.93,0.56,39488
105/06/27,97157198,1824119560,18.90,18.90,18.69,18.70,-0.23,12778
105/06/28,73114686,1365801626,18.84,18.85,18.59,18.60,-0.10,10797
105/06/29,118470907,2185680086,18.56,18.57,18.37,18.45,-0.15,16659
105/06/30,206292498,3780609551,18.38,18.46,18.27,18.31,-0.14,28637
105/07/01,229889330,4165363460,18.23,18.23,18.06,18.08,-0.23,32053
105/07/04,111938696,2018475820,18.10,18.13,17.96,18.04,-0.04,14022
105/07/05,58195440,1053575155,18.11,18.18,18.06,18.09,0.05,7247
105/07/06,132097504,2424405779,18.23,18.41,18.22,18.39,0.30,17576
105/07/07,69051000,1257815244,18.27,18.27,18.17,18.21,-0.18,9210
105/07/11,206816062,3694359898,17.95,17.95,17.81,17.85,-0.36,26231
105/07/12,179597904,3187804544,17.80,17.82,17.71,17.75,-0.10,19898
105/07/13,101078509,1791682162,17.65,17.83,17.63,17.71,-0.04,16582
105/07/14,101931285,1800517848,17.75,17.75,17.61,17.65,-0.06,15976
105/07/15,169703453,2969084481,17.61,17.63,17.44,17.44,-0.21,30374
105/07/18,145365001,2518217430,17.40,17.40,17.28,17.30,-0.14,18430
105/07/19,100184712,1728341847,17.25,17.34,17.20,17.20,-0.10,18231
