105/06/01,100000,75000,0.75,0.75,0.75,0.75,-0.11,1
105/06/02,110000,77800,0.74,0.74,0.68,0.68,-0.07,2
105/06/03,60000,41400,0.69,0.69,0.69,0.69,+0.01,1
105/06/04,0,0,---,---,---,---,---,0
105/06/06,1000,660,0.66,0.66,0.66,0.66,-0.07,1
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,269000,190760,0.71,0.71,0.70,0.71,+0.04,3
105/06/16,420000,287120,0.69,0.70,0.68,0.70,-0.01,5
105/06/17,150000,105640,0.70,0.71,0.70,0.71,+0.01,2
105/06/20,50000,36500,0.73,0.73,0.73,0.73,+0.02,1
105/06/21,50000,33500,0.67,0.67,0.67,0.67,-0.06,1
105/06/22,245000,171240,0.69,0.72,0.69,0.71,+0.04,7
105/06/23,210000,148320,0.71,0.71,0.69,0.69,-0.02,4
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,993000,584850,0.55,0.62,0.55,0.62,+0.07,23
105/06/29,1159000,712640,0.62,0.64,0.60,0.60,-0.02,28
105/06/30,1726000,1213640,0.64,0.76,0.64,0.68,+0.08,40
105/07/01,1629000,1036870,0.65,0.67,0.58,0.64,-0.04,31
105/07/04,176000,105600,0.60,0.60,0.60,0.60,-0.04,2
