105/06/01,75000,66050,0.85,0.89,0.85,0.89,+0.06,3
105/06/02,0,0,---,---,---,---,---,0
105/06/03,0,0,---,---,---,---,---,0
105/06/04,0,0,---,---,---,---,---,0
105/06/06,1000,790,0.79,0.79,0.79,0.79,-0.03,1
105/06/07,2000,1500,0.77,0.77,0.73,0.73,-0.06,2
105/06/08,1000,740,0.74,0.74,0.74,0.74,+0.01,1
105/06/13,0,0,---,---,---,---,---,0
105/06/14,0,0,---,---,---,---,---,0
105/06/15,0,0,---,---,---,---,---,0
105/06/16,0,0,---,---,---,---,---,0
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,50000,32000,0.64,0.64,0.64,0.64,+0.03,1
105/06/22,0,0,---,---,---,---,---,0
105/06/23,0,0,---,---,---,---,---,0
105/06/24,0,0,---,---,---,---,---,0
105/06/27,0,0,---,---,---,---,---,0
105/06/28,0,0,---,---,---,---,---,0
105/06/29,0,0,---,---,---,---,---,0
105/06/30,0,0,---,---,---,---,---,0
105/07/01,0,0,---,---,---,---,---,0
105/07/04,21000,14700,0.70,0.70,0.70,0.70,+0.02,1
105/07/05,21000,15330,0.73,0.73,0.73,0.73,+0.03,1
105/07/06,0,0,---,---,---,---,---,0
105/07/07,0,0,---,---,---,---,---,0
105/07/11,65000,40300,0.62,0.62,0.62,0.62,-0.01,1
105/07/12,110000,69950,0.63,0.64,0.63,0.63,+0.01,3
105/07/13,90000,56250,0.63,0.63,0.62,0.62,-0.01,2
105/07/14,80000,55050,0.70,0.70,0.68,0.70,+0.08,6
105/07/15,10000,7200,0.72,0.72,0.72,0.72,+0.02,1
105/07/18,70000,46600,0.70,0.70,0.66,0.66,-0.06,3
105/07/19,0,0,---,---,---,---,---,0
105/07/20,248000,147240,0.58,0.61,0.57,0.57,-0.04,10
105/07/21,188000,110920,0.59,0.59,0.59,0.59,+0.02,6
