105/06/01,212000,168850,0.81,0.81,0.75,0.75,+0.01,4
105/06/02,235000,167220,0.72,0.72,0.66,0.66,-0.09,7
105/06/03,527000,369050,0.70,0.73,0.70,0.73,+0.07,5
105/06/04,300000,213000,0.71,0.71,0.71,0.71,-0.02,2
105/06/06,193000,134170,0.70,0.70,0.64,0.64,-0.07,5
105/06/07,5000,3200,0.64,0.64,0.64,0.64,0.00,1
105/06/08,5000,3150,0.63,0.63,0.63,0.63,-0.01,1
105/06/13,210000,123580,0.59,0.59,0.56,0.58,-0.05,4
105/06/14,325000,205550,0.58,0.66,0.58,0.66,+0.08,5
105/06/15,155000,100800,0.64,0.67,0.64,0.67,+0.01,3
105/06/16,0,0,---,---,---,---,---,0
105/06/17,5000,3300,0.66,0.66,0.66,0.66,+0.01,1
105/06/20,4000,2640,0.66,0.66,0.66,0.66,0.00,1
105/06/21,0,0,---,---,---,---,---,0
