105/06/01,47000,60160,1.28,1.28,1.28,1.28,+0.05,1
105/06/02,53000,65010,1.23,1.23,1.20,1.20,-0.08,3
105/06/03,20000,21500,1.08,1.08,1.07,1.07,-0.13,3
105/06/04,0,0,---,---,---,---,---,0
105/06/06,0,0,---,---,---,---,---,0
105/06/07,0,0,---,---,---,---,---,0
105/06/08,0,0,---,---,---,---,---,0
105/06/13,1000,950,0.95,0.95,0.95,0.95,-0.14,1
105/06/14,253000,240970,0.94,1.01,0.94,1.01,+0.06,6
105/06/15,253000,261360,1.05,1.05,1.01,1.01,0.00,13
105/06/16,155000,154630,1.01,1.01,0.99,0.99,-0.02,3
105/06/17,0,0,---,---,---,---,---,0
105/06/20,0,0,---,---,---,---,---,0
105/06/21,0,0,---,---,---,---,---,0
105/06/22,1000,1080,1.08,1.08,1.08,1.08,+0.01,1
105/06/23,0,0,---,---,---,---,---,0
105/06/24,115000,111550,0.97,0.97,0.97,0.97,-0.06,1
