105/06/01,702000,943000,-241000
105/06/02,4931000,111000,4820000
105/06/03,3970000,261000,3709000
105/06/04,260000,220000,40000
105/06/06,1228000,93000,1135000
105/06/07,5479000,121000,5358000
105/06/08,5803000,2965000,2838000
105/06/09,5803000,2965000,2838000
105/06/10,5803000,2965000,2838000
105/06/13,1894000,2604000,-710000
105/06/14,991000,927000,64000
105/06/15,2276000,1438000,838000
105/06/16,1154000,1280000,-126000
105/06/17,1407000,6900000,-5493000
105/06/20,7089000,344000,6745000
105/06/21,9043000,247000,8796000
105/06/22,9452000,75000,9377000
105/06/23,1776000,916000,860000
105/06/24,3930000,10199000,-6269000
105/06/27,2935000,5786000,-2851000
105/06/28,1543000,13643000,-12100000
105/06/29,6747000,1576000,5171000
105/06/30,24744000,3215000,21529000
105/07/01,206000,4333000,-4127000
105/07/04,3031000,149000,2882000
105/07/05,979000,6620000,-5641000
105/07/06,2077000,25338000,-23261000
105/07/07,9569000,690000,8879000
105/07/08,9569000,690000,8879000
105/07/11,1252000,28224000,-26972000
105/07/12,5061000,2273000,2788000
105/07/13,6627000,984000,5643000
105/07/14,212000,10675000,-10463000
105/07/15,1546000,4711000,-3165000
105/07/18,1833000,1854000,-21000
